loanid,loaner_name,product_amount,loan_rate,loan_term,tender_name,amount,level_name,level_value,end_time,tender_time,id,url,tender_count
20501488,pdu1074120288,2957,20,6,pdu31647377,50,C,5,2016/9/22,2016/9/22 6:41,5085990,http://invest.ppdai.com/loan/info?id=20501488,34
20501488,pdu1074120288,2957,20,6,pdu8340676354,50,C,5,2016/9/22,2016/9/22 6:33,5086001,http://invest.ppdai.com/loan/info?id=20501488,34
20501490,pdu1630472053,715,22,12,Yeager,20,D,6,2016/9/22,2016/9/22 7:36,5085965,http://invest.ppdai.com/loan/info?id=20501490,10
20501522,pdu8650444003,3000,22,12,pdu0854404654,53,D,6,2016/9/22,2016/9/22 7:38,5085954,http://invest.ppdai.com/loan/info?id=20501522,39
20501528,guyulan3l001,10000,7.38,3,pdu4452308071,50,AAA,1,2016/9/28,2016/9/27 8:37,5085873,http://invest.ppdai.com/loan/info?id=20501528,36
20501528,guyulan3l001,10000,7.38,3,pdu45332334,639,AAA,1,2016/9/28,2016/9/24 0:23,5085887,http://invest.ppdai.com/loan/info?id=20501528,36
20501545,pdu58763016,4761,20,6,pdu3648417518,62,C,5,2016/9/22,2016/9/22 6:42,5085804,http://invest.ppdai.com/loan/info?id=20501545,54
20501545,pdu58763016,4761,20,6,pdu7763855623,50,C,5,2016/9/22,2016/9/22 6:42,5085799,http://invest.ppdai.com/loan/info?id=20501545,54
20501545,pdu58763016,4761,20,6,pdu8220526161,100,C,5,2016/9/22,2016/9/22 6:41,5085808,http://invest.ppdai.com/loan/info?id=20501545,54
20501555,pdu57232810,4901,20,12,Rainbow12mu088,28,C,5,2016/9/22,2016/9/22 6:40,5085750,http://invest.ppdai.com/loan/info?id=20501555,30
20501555,pdu57232810,4901,20,12,Rainbow12mu095,48,C,5,2016/9/22,2016/9/22 6:40,5085754,http://invest.ppdai.com/loan/info?id=20501555,30
20501555,pdu57232810,4901,20,12,Rainbow12mu097,229,C,5,2016/9/22,2016/9/22 6:40,5085756,http://invest.ppdai.com/loan/info?id=20501555,30
20501557,pdu85347802,1982,22,12,pdu6764811801,50,D,6,2016/9/22,2016/9/22 7:35,5085731,http://invest.ppdai.com/loan/info?id=20501557,18
20501557,pdu85347802,1982,22,12,pdu7764886814,50,D,6,2016/9/22,2016/9/22 7:38,5085723,http://invest.ppdai.com/loan/info?id=20501557,18
20501557,pdu85347802,1982,22,12,pdu86384423,53,D,6,2016/9/22,2016/9/22 7:39,5085720,http://invest.ppdai.com/loan/info?id=20501557,18
20501563,pdu6341256533,7000,20,9,pdu5311147724,200,C,5,2016/9/22,2016/9/22 14:38,5085689,http://invest.ppdai.com/loan/info?id=20501563,18
20501568,pdu1447713543,4891,20,11,pdu58304166,50,D,6,2016/9/22,2016/9/22 6:49,5085670,http://invest.ppdai.com/loan/info?id=20501568,24
20501568,pdu1447713543,4891,20,11,Wjiajiang,50,D,6,2016/9/22,2016/9/22 6:43,5085673,http://invest.ppdai.com/loan/info?id=20501568,24
20501591,pdu4171352348,1500,35.989,0.233,ccdwbm,1500,D,6,2016/9/22,2016/9/22 8:02,998412,http://invest.ppdai.com/loan/info?id=20501591,1
20501592,pdu8224745548,7600,32,6,zrainbow009,110,E,7,2016/9/22,2016/9/22 6:40,5085622,http://invest.ppdai.com/loan/info?id=20501592,26
20501599,pdu6324382506,958,22,12,pdu56743352,50,D,6,2016/9/22,2016/9/22 7:04,5085611,http://invest.ppdai.com/loan/info?id=20501599,14
20501599,pdu6324382506,958,22,12,pdu8871528084,100,D,6,2016/9/22,2016/9/22 7:04,5085609,http://invest.ppdai.com/loan/info?id=20501599,14
20501602,pdu4682774338,2600,20,12,Calvin87,58,B,4,2016/9/22,2016/9/22 6:34,5085585,http://invest.ppdai.com/loan/info?id=20501602,27
20501607,pdu0073647662,6900,20,12,pdu13177227,80,C,5,2016/9/22,2016/9/22 6:35,5085514,http://invest.ppdai.com/loan/info?id=20501607,88
20501610,pdu0581601761,500,22,12,pdu1873660033,150,D,6,2016/9/22,2016/9/22 7:37,5085457,http://invest.ppdai.com/loan/info?id=20501610,8
20501612,pdu4176622136,4000,22,12,Rainbow12mu121,331,D,6,2016/9/22,2016/9/22 7:40,5085447,http://invest.ppdai.com/loan/info?id=20501612,13
20501624,pdu0362181725,8888,20,12,Rainbow12mu096,600,C,5,2016/9/22,2016/9/22 7:40,5085416,http://invest.ppdai.com/loan/info?id=20501624,31
20501624,pdu0362181725,8888,20,12,Rainbow12mu097,600,C,5,2016/9/22,2016/9/22 7:40,5085417,http://invest.ppdai.com/loan/info?id=20501624,31
20501624,pdu0362181725,8888,20,12,Rainbow12mu112,600,C,5,2016/9/22,2016/9/22 7:40,5085429,http://invest.ppdai.com/loan/info?id=20501624,31
20501627,pdu6531285077,3043,20,12,pdu6817873616,80,C,5,2016/9/22,2016/9/22 6:45,5085396,http://invest.ppdai.com/loan/info?id=20501627,21
20501627,pdu6531285077,3043,20,12,Rainbow12mu111,600,C,5,2016/9/22,2016/9/22 6:50,5085390,http://invest.ppdai.com/loan/info?id=20501627,21
20501643,a494812723,1078,18,6,pdu2654011420,33,B,4,2016/9/22,2016/9/22 6:40,998360,http://invest.ppdai.com/loan/info?id=20501643,19
20501643,a494812723,1078,18,6,pdu5564263737,50,B,4,2016/9/22,2016/9/22 6:40,5085356,http://invest.ppdai.com/loan/info?id=20501643,19
20501648,leichaoloveyou,2297,26,12,zrainbow018,56,E,7,2016/9/22,2016/9/22 6:50,5085345,http://invest.ppdai.com/loan/info?id=20501648,21
20501648,leichaoloveyou,2297,26,12,zrainbow022,55,E,7,2016/9/22,2016/9/22 6:50,5085347,http://invest.ppdai.com/loan/info?id=20501648,21
20501648,leichaoloveyou,2297,26,12,zrainbow034,35,E,7,2016/9/22,2016/9/22 6:50,5085352,http://invest.ppdai.com/loan/info?id=20501648,21
20501652,pdu5586760341,2500,12,12,xyca0830,51,AA,2,2016/9/23,2016/9/23 21:53,5085322,http://invest.ppdai.com/loan/info?id=20501652,14
20501662,pdu4384335450,3000,7.06,3,pdu1068265673,50,AAA,1,2016/9/27,2016/9/26 22:17,5085298,http://invest.ppdai.com/loan/info?id=20501662,34
20501756,pdu0071764766,550,20,12,pdu5228520071,100,C,5,2016/9/22,2016/9/22 7:36,5085218,http://invest.ppdai.com/loan/info?id=20501756,6
20501764,soft888,3822,7,3,pdu3324222885,50,AAA,1,2016/9/23,2016/9/23 20:17,5085198,http://invest.ppdai.com/loan/info?id=20501764,17
20501766,pdu15100265,4348,20,12,pdu6008664141,50,C,5,2016/9/23,2016/9/23 19:54,5085187,http://invest.ppdai.com/loan/info?id=20501766,48
20501773,pdu4804850355,1726,22,12,hanah_wu,20,D,6,2016/9/22,2016/9/22 8:07,5085106,http://invest.ppdai.com/loan/info?id=20501773,34
20501786,pdu3031576807,4017,20,12,pdu6817873616,80,C,5,2016/9/22,2016/9/22 6:45,5085095,http://invest.ppdai.com/loan/info?id=20501786,28
20501793,pdu1018362662,4900,20,12,nkmhxxggy,50,C,5,2016/9/22,2016/9/22 7:32,5085032,http://invest.ppdai.com/loan/info?id=20501793,67
20501793,pdu1018362662,4900,20,12,zychao,50,C,5,2016/9/22,2016/9/22 7:32,5085038,http://invest.ppdai.com/loan/info?id=20501793,67
20501818,rong2131041,3192,20,6,paihqzcb,500,C,5,2016/9/22,2016/9/22 6:50,5084969,http://invest.ppdai.com/loan/info?id=20501818,24
20501818,rong2131041,3192,20,6,pdu24812616,100,C,5,2016/9/22,2016/9/22 6:46,5084983,http://invest.ppdai.com/loan/info?id=20501818,24
20501818,rong2131041,3192,20,6,pdu43871310,50,C,5,2016/9/22,2016/9/22 6:48,5084979,http://invest.ppdai.com/loan/info?id=20501818,24
20501825,pdu6802318742,9200,20,9,pdu56662671,500,C,5,2016/9/22,2016/9/22 13:02,5084917,http://invest.ppdai.com/loan/info?id=20501825,37
20501829,pdu3773777153,6000,12,12,gejian9090,200,AA,2,2016/9/22,2016/9/22 11:00,5084882,http://invest.ppdai.com/loan/info?id=20501829,26
20501840,pdu8551614771,1000,11,6,pdu58288461,50,AA,2,2016/9/28,2016/9/28 6:05,5084858,http://invest.ppdai.com/loan/info?id=20501840,5
20501841,pdu3472844855,800,12,12,pdu48627183,100,AA,2,2016/9/22,2016/9/22 7:31,5084854,http://invest.ppdai.com/loan/info?id=20501841,8
20501841,pdu3472844855,800,12,12,wxk123,200,AA,2,2016/9/22,2016/9/22 7:31,5084855,http://invest.ppdai.com/loan/info?id=20501841,8
20501864,pdu51003204,11000,11.06,12,ggmao2010,198,AAA,1,2016/9/22,2016/9/22 14:02,5084731,http://invest.ppdai.com/loan/info?id=20501864,66
20501864,pdu51003204,11000,11.06,12,pdu2422122733,53,AAA,1,2016/9/22,2016/9/22 13:26,5084751,http://invest.ppdai.com/loan/info?id=20501864,66
20501864,pdu51003204,11000,11.06,12,pdu5145037637,50,AAA,1,2016/9/22,2016/9/22 12:56,5084761,http://invest.ppdai.com/loan/info?id=20501864,66
20501877,pdu16346285,3230,20,10,pdu1104687356,150,C,5,2016/9/22,2016/9/22 6:53,5084688,http://invest.ppdai.com/loan/info?id=20501877,21
20501877,pdu16346285,3230,20,10,pdu8340676354,50,C,5,2016/9/22,2016/9/22 6:57,5084680,http://invest.ppdai.com/loan/info?id=20501877,21
20501889,pdu0111411872,550,35.989,0.933,ccdwbm,550,D,6,2016/9/22,2016/9/22 7:31,998114,http://invest.ppdai.com/loan/info?id=20501889,1
20501901,pdu3163424672,1500,35.989,1.4,ccdwbm,1500,D,6,2016/9/22,2016/9/22 8:02,998102,http://invest.ppdai.com/loan/info?id=20501901,1
20501905,pdu0851521381,3000,32,12,zrainbow022,19,F,8,2016/9/22,2016/9/22 7:00,5084620,http://invest.ppdai.com/loan/info?id=20501905,11
20501912,pdu41750421,12357,20,12,pdu55337412,50,C,5,2016/9/22,2016/9/22 7:09,5084574,http://invest.ppdai.com/loan/info?id=20501912,56
20501912,pdu41750421,12357,20,12,zrainbow017,45,C,5,2016/9/22,2016/9/22 7:10,5084563,http://invest.ppdai.com/loan/info?id=20501912,56
20500061,pdu0668832146,6800,22,12,pdu1070366706,62,D,6,2016/9/22,2016/9/22 16:05,5089336,http://invest.ppdai.com/loan/info?id=20500061,38
20500061,pdu0668832146,6800,22,12,Rainbow12mu026,600,D,6,2016/9/22,2016/9/22 15:19,5089350,http://invest.ppdai.com/loan/info?id=20500061,38
20500095,pdu6660183104,6200,22,12,zrainbow065,600,D,6,2016/9/28,2016/9/28 15:21,5089317,http://invest.ppdai.com/loan/info?id=20500095,15
20500126,pdu84746648,3999,20,12,Rainbow12mu044,87,C,5,2016/9/22,2016/9/22 5:40,5089283,http://invest.ppdai.com/loan/info?id=20500126,22
20500127,pdu0184647620,3828,16,12,pdu18510415,57,A,3,2016/9/22,2016/9/22 6:16,5089231,http://invest.ppdai.com/loan/info?id=20500127,41
20500127,pdu0184647620,3828,16,12,pdu7123056258,50,A,3,2016/9/22,2016/9/22 6:16,5089238,http://invest.ppdai.com/loan/info?id=20500127,41
20500127,pdu0184647620,3828,16,12,xiuxiu009,50,A,3,2016/9/22,2016/9/22 6:16,5089235,http://invest.ppdai.com/loan/info?id=20500127,41
20500128,zl88,7000,18,6,pdu8562658015,100,B,4,2016/9/22,2016/9/22 10:04,5089196,http://invest.ppdai.com/loan/info?id=20500128,55
20500140,pdu2223840376,1700,12,12,pdu0242323432,238,AA,2,2016/9/22,2016/9/22 14:22,5089159,http://invest.ppdai.com/loan/info?id=20500140,7
20500176,pdu0240563831,6000,22,12,paihqzcb,500,D,6,2016/9/22,2016/9/22 12:12,5089131,http://invest.ppdai.com/loan/info?id=20500176,36
20500191,xuanying0320,3565,18,6,yike78715,70,B,4,2016/9/22,2016/9/22 5:25,5089096,http://invest.ppdai.com/loan/info?id=20500191,40
20500195,pdu1323870027,5500,22,12,Rainbow12mu139,496,D,6,2016/9/25,2016/9/25 10:41,5089052,http://invest.ppdai.com/loan/info?id=20500195,15
20500195,pdu1323870027,5500,22,12,Rainbow12mu140,600,D,6,2016/9/25,2016/9/25 10:41,5089053,http://invest.ppdai.com/loan/info?id=20500195,15
20500201,pdu0655384602,7000,22,12,Rainbow12mu099,600,D,6,2016/9/25,2016/9/25 14:51,5089034,http://invest.ppdai.com/loan/info?id=20500201,16
20500201,pdu0655384602,7000,22,12,Rainbow12mu167,600,D,6,2016/9/25,2016/9/25 14:50,5089043,http://invest.ppdai.com/loan/info?id=20500201,16
20500209,pdu5822362253,3000,10.5,3,pdu27848008,347,AA,2,2016/9/22,2016/9/22 10:10,999794,http://invest.ppdai.com/loan/info?id=20500209,6
20500225,pdu5365354628,3020,20,8,pdu5417547548,88,C,5,2016/9/22,2016/9/22 5:28,5088985,http://invest.ppdai.com/loan/info?id=20500225,32
20500254,pdu4386407452,7000,22,12,pdu6733603773,20,D,6,2016/9/23,2016/9/23 13:23,5088935,http://invest.ppdai.com/loan/info?id=20500254,41
20500254,pdu4386407452,7000,22,12,pdu75237883,11,D,6,2016/9/23,2016/9/23 13:15,5088954,http://invest.ppdai.com/loan/info?id=20500254,41
20500254,pdu4386407452,7000,22,12,songvic,50,D,6,2016/9/23,2016/9/23 13:23,5088930,http://invest.ppdai.com/loan/info?id=20500254,41
20500254,pdu4386407452,7000,22,12,szyxgzq,50,D,6,2016/9/23,2016/9/23 13:23,5088933,http://invest.ppdai.com/loan/info?id=20500254,41
20500262,pdu1733643702,4414,20,6,pdu4027133287,58,C,5,2016/9/22,2016/9/22 5:29,5088877,http://invest.ppdai.com/loan/info?id=20500262,55
20500269,pdu1006128284,2449,20,12,zrainbow006,146,C,5,2016/9/22,2016/9/22 5:50,5088834,http://invest.ppdai.com/loan/info?id=20500269,11
20500269,pdu1006128284,2449,20,12,zrainbow007,212,C,5,2016/9/22,2016/9/22 5:50,5088835,http://invest.ppdai.com/loan/info?id=20500269,11
20500277,pdu3422437618,5600,16,12,bocjmc,30,A,3,2016/9/22,2016/9/22 6:44,5088817,http://invest.ppdai.com/loan/info?id=20500277,50
20500277,pdu3422437618,5600,16,12,Gy158712945,30,A,3,2016/9/22,2016/9/22 6:44,5088818,http://invest.ppdai.com/loan/info?id=20500277,50
20500293,pdu0340554054,1183,22,12,hongji90,52,D,6,2016/9/22,2016/9/22 6:31,5088777,http://invest.ppdai.com/loan/info?id=20500293,15
20500293,pdu0340554054,1183,22,12,liangwei900,167,D,6,2016/9/22,2016/9/22 6:31,5088769,http://invest.ppdai.com/loan/info?id=20500293,15
20500303,pdu7501886368,2000,11,6,hljzhaobin,100,AA,2,2016/9/26,2016/9/26 16:29,5088764,http://invest.ppdai.com/loan/info?id=20500303,9
20500308,pdu4857765753,2000,20,6,pdu5444420703,20,C,5,2016/9/22,2016/9/22 6:16,5088740,http://invest.ppdai.com/loan/info?id=20500308,22
20500308,pdu4857765753,2000,20,6,xxm_9230,20,C,5,2016/9/22,2016/9/22 6:14,5088754,http://invest.ppdai.com/loan/info?id=20500308,22
20500320,pdu1037173700,4500,22,12,paihqzcb,500,D,6,2016/9/22,2016/9/22 6:20,5088698,http://invest.ppdai.com/loan/info?id=20500320,34
20500320,pdu1037173700,4500,22,12,pdu6777715678,100,D,6,2016/9/22,2016/9/22 6:41,5088683,http://invest.ppdai.com/loan/info?id=20500320,34
20500351,pdu1560368307,2165,20,6,dzhchina,98,C,5,2016/9/22,2016/9/22 5:37,5088656,http://invest.ppdai.com/loan/info?id=20500351,29
20500358,pdu6345220836,1146,22,12,dawoo_79,51,D,6,2016/9/22,2016/9/22 6:35,5088633,http://invest.ppdai.com/loan/info?id=20500358,13
20500365,pdu2832264578,1100,20,6,pdu68136644,66,C,5,2016/9/22,2016/9/22 6:35,5088618,http://invest.ppdai.com/loan/info?id=20500365,11
20500366,pdu18060514,10005,18,12,liangwei900,54,B,4,2016/9/22,2016/9/22 5:39,5088579,http://invest.ppdai.com/loan/info?id=20500366,88
20500366,pdu18060514,10005,18,12,pdu3030062548,54,B,4,2016/9/22,2016/9/22 5:39,5088563,http://invest.ppdai.com/loan/info?id=20500366,88
20500366,pdu18060514,10005,18,12,pdu4212037825,50,B,4,2016/9/22,2016/9/22 5:38,5088603,http://invest.ppdai.com/loan/info?id=20500366,88
20500366,pdu18060514,10005,18,12,pdu4402141535,54,B,4,2016/9/22,2016/9/22 5:39,5088559,http://invest.ppdai.com/loan/info?id=20500366,88
20500366,pdu18060514,10005,18,12,pdu5564263737,50,B,4,2016/9/22,2016/9/22 5:38,5088598,http://invest.ppdai.com/loan/info?id=20500366,88
20500366,pdu18060514,10005,18,12,pdu7318578323,60,B,4,2016/9/22,2016/9/22 5:40,5088540,http://invest.ppdai.com/loan/info?id=20500366,88
20500366,pdu18060514,10005,18,12,pdu74175451,102,B,4,2016/9/22,2016/9/22 5:39,5088554,http://invest.ppdai.com/loan/info?id=20500366,88
20500366,pdu18060514,10005,18,12,pdu8748473401,102,B,4,2016/9/22,2016/9/22 5:39,5088584,http://invest.ppdai.com/loan/info?id=20500366,88
20500498,pdu74547447,2000,20,6,pdu52307008,20,D,6,2016/9/22,2016/9/22 5:44,5088483,http://invest.ppdai.com/loan/info?id=20500498,20
20500499,pdu81087648,800,20,12,pdu22621124,50,C,5,2016/9/22,2016/9/22 6:33,5088468,http://invest.ppdai.com/loan/info?id=20500499,6
20500499,pdu81087648,800,20,12,pdu4464257874,50,C,5,2016/9/22,2016/9/22 6:37,5088467,http://invest.ppdai.com/loan/info?id=20500499,6
20500501,pdu1220087200,1000,12,12,pdu0187307214,76,AA,2,2016/10/6,2016/10/6 7:43,999502,http://invest.ppdai.com/loan/info?id=20500501,8
20500507,pdu42381176,3000,20,12,Rainbow12mu101,25,C,5,2016/9/22,2016/9/22 5:50,5088444,http://invest.ppdai.com/loan/info?id=20500507,16
20500510,pdu8467331647,1500,12,12,ostent,50,AA,2,2016/9/22,2016/9/22 14:44,5088431,http://invest.ppdai.com/loan/info?id=20500510,8
20500511,pdu7122008470,1300,20,12,pdu50350277,50,C,5,2016/9/22,2016/9/22 7:08,5088430,http://invest.ppdai.com/loan/info?id=20500511,4
20500530,pdu6412220104,4000,22,12,pdu31647377,50,D,6,2016/9/22,2016/9/22 6:42,5088370,http://invest.ppdai.com/loan/info?id=20500530,26
20500530,pdu6412220104,4000,22,12,pdu6515386186,50,D,6,2016/9/22,2016/9/22 6:36,5088379,http://invest.ppdai.com/loan/info?id=20500530,26
20500533,rong8276418,7200,18,6,pdu4573661887,50,B,4,2016/9/22,2016/9/22 6:52,5088337,http://invest.ppdai.com/loan/info?id=20500533,56
20500540,pdu0005685803,1100,12,12,hhxd_touzi,1100,AA,2,2016/9/23,2016/9/23 17:56,999463,http://invest.ppdai.com/loan/info?id=20500540,1
20500543,pdu6348233812,2763,20,12,paihqzcb,500,C,5,2016/9/22,2016/9/22 6:41,5088303,http://invest.ppdai.com/loan/info?id=20500543,15
20500543,pdu6348233812,2763,20,12,wyg771210,200,C,5,2016/9/22,2016/9/22 6:52,5088291,http://invest.ppdai.com/loan/info?id=20500543,15
20500548,pdu8071866618,4000,12,12,pdu2211114653,200,AA,2,2016/9/22,2016/9/22 19:34,5088275,http://invest.ppdai.com/loan/info?id=20500548,12
20500593,pdu4685153066,9000,20,6,zhangkeqing,50,D,6,2016/9/22,2016/9/22 5:51,5088171,http://invest.ppdai.com/loan/info?id=20500593,79
20500599,pdu1270562132,750,35.989,0.933,ccdwbm,750,D,6,2016/9/22,2016/9/22 7:01,999404,http://invest.ppdai.com/loan/info?id=20500599,1
20500630,pdu8486466821,2500,22,12,pdu77156467,20,D,6,2016/9/23,2016/9/23 17:52,5088037,http://invest.ppdai.com/loan/info?id=20500630,36
20500637,pdu74852117,3000,32,12,Rainbow12mu143,440,F,8,2016/9/28,2016/9/28 17:21,999366,http://invest.ppdai.com/loan/info?id=20500637,9
20500657,pdu30274831,1500,35.989,0.933,ccdwbm,1500,D,6,2016/9/22,2016/9/22 7:01,999346,http://invest.ppdai.com/loan/info?id=20500657,1
20500703,pdu4817583106,2500,12,12,pdu8428710231,49,AA,2,2016/9/22,2016/9/22 17:45,5087981,http://invest.ppdai.com/loan/info?id=20500703,14
20500703,pdu4817583106,2500,12,12,redrosered,50,AA,2,2016/9/22,2016/9/22 17:31,5087991,http://invest.ppdai.com/loan/info?id=20500703,14
20500717,rong2813875,2477,32,12,Rainbow12mu171,600,F,8,2016/9/28,2016/9/28 17:21,5087965,http://invest.ppdai.com/loan/info?id=20500717,5
20500718,pdu71436316,7785,20,6,pdu0084773736,50,D,6,2016/9/22,2016/9/22 6:06,5087953,http://invest.ppdai.com/loan/info?id=20500718,83
20500718,pdu71436316,7785,20,6,pdu1887785162,20,D,6,2016/9/22,2016/9/22 6:06,5087923,http://invest.ppdai.com/loan/info?id=20500718,83
20500725,pdu80854176,3782,16,3,pdu53301367,50,A,3,2016/9/22,2016/9/22 6:02,5087840,http://invest.ppdai.com/loan/info?id=20500725,51
20500725,pdu80854176,3782,16,3,pdu6222050186,20,A,3,2016/9/22,2016/9/22 6:00,5087848,http://invest.ppdai.com/loan/info?id=20500725,51
20500752,pdu3266664218,1028,20,6,lw9998,78,C,5,2016/9/22,2016/9/22 7:01,5087795,http://invest.ppdai.com/loan/info?id=20500752,12
20500752,pdu3266664218,1028,20,6,pdu8883684881,50,C,5,2016/9/22,2016/9/22 7:01,5087794,http://invest.ppdai.com/loan/info?id=20500752,12
20500768,pdu31852384,3531,20,6,pdu2208502140,50,C,5,2016/9/22,2016/9/22 7:14,5087761,http://invest.ppdai.com/loan/info?id=20500768,36
20500768,pdu31852384,3531,20,6,YSD621126,50,C,5,2016/9/22,2016/9/22 7:14,5087746,http://invest.ppdai.com/loan/info?id=20500768,36
20500775,pdu46105702,7757,20,6,paihqzcb,500,C,5,2016/9/22,2016/9/22 6:10,5087699,http://invest.ppdai.com/loan/info?id=20500775,35
20500785,pdu0823315004,4500,22,12,pdu1601655150,50,D,6,2016/9/22,2016/9/22 7:07,5087610,http://invest.ppdai.com/loan/info?id=20500785,80
20500785,pdu0823315004,4500,22,12,pdu77134711,50,D,6,2016/9/22,2016/9/22 7:07,5087573,http://invest.ppdai.com/loan/info?id=20500785,80
20500794,pdu5430111545,8500,20,9,paihqzcb,500,C,5,2016/9/22,2016/9/22 14:43,5087553,http://invest.ppdai.com/loan/info?id=20500794,52
20500794,pdu5430111545,8500,20,9,pdu4704660766,350,C,5,2016/9/22,2016/9/22 14:45,5087520,http://invest.ppdai.com/loan/info?id=20500794,52
20500797,pdu4512621204,1300,11,6,caihong12mu0017,1300,AA,2,2016/9/29,2016/9/29 13:03,999206,http://invest.ppdai.com/loan/info?id=20500797,1
20500803,pdu8384460581,7000,22,12,cbfootball,40,D,6,2016/9/23,2016/9/23 19:00,5087495,http://invest.ppdai.com/loan/info?id=20500803,88
20500803,pdu8384460581,7000,22,12,pdu35220507,150,D,6,2016/9/23,2016/9/23 19:16,5087486,http://invest.ppdai.com/loan/info?id=20500803,88
20500803,pdu8384460581,7000,22,12,pdu4805286608,67,D,6,2016/9/23,2016/9/23 20:10,5087465,http://invest.ppdai.com/loan/info?id=20500803,88
20500803,pdu8384460581,7000,22,12,pdu5480634542,100,D,6,2016/9/23,2016/9/23 19:03,5087492,http://invest.ppdai.com/loan/info?id=20500803,88
20500852,pdu2828512283,3000,12,12,redrosered,50,AA,2,2016/9/27,2016/9/27 19:59,5087415,http://invest.ppdai.com/loan/info?id=20500852,25
20500907,pdu8347170703,3600,22,12,pdu28167657,200,D,6,2016/9/22,2016/9/22 16:06,5087371,http://invest.ppdai.com/loan/info?id=20500907,19
20500919,pdu8183226606,4575,22,12,pdu32161585,53,D,6,2016/9/22,2016/9/22 6:35,5087288,http://invest.ppdai.com/loan/info?id=20500919,46
20500920,pdu0710864234,3347,20,12,pdu28167657,152,C,5,2016/9/22,2016/9/22 6:00,5087241,http://invest.ppdai.com/loan/info?id=20500920,36
20500920,pdu0710864234,3347,20,12,pdu30006283,57,C,5,2016/9/22,2016/9/22 6:00,5087258,http://invest.ppdai.com/loan/info?id=20500920,36
20500921,pdu3216316332,8000,22,12,clara_002,50,D,6,2016/9/22,2016/9/22 7:08,5087195,http://invest.ppdai.com/loan/info?id=20500921,71
20500921,pdu3216316332,8000,22,12,Rainbow12mu159,600,D,6,2016/9/22,2016/9/22 7:10,5087164,http://invest.ppdai.com/loan/info?id=20500921,71
20500921,pdu3216316332,8000,22,12,Yeager,20,D,6,2016/9/22,2016/9/22 6:51,5087222,http://invest.ppdai.com/loan/info?id=20500921,71
20500923,pdu0062485077,1000,20,6,pdu8143680584,50,C,5,2016/9/22,2016/9/22 7:08,5087158,http://invest.ppdai.com/loan/info?id=20500923,10
20500992,pdu5782634800,4000,22,12,lt2000cn,50,D,6,2016/9/22,2016/9/22 7:08,5087098,http://invest.ppdai.com/loan/info?id=20500992,28
20500992,pdu5782634800,4000,22,12,pdu81708110,20,D,6,2016/9/22,2016/9/22 7:08,5087108,http://invest.ppdai.com/loan/info?id=20500992,28
20500992,pdu5782634800,4000,22,12,WALLACEGZ,28,D,6,2016/9/22,2016/9/22 7:08,5087101,http://invest.ppdai.com/loan/info?id=20500992,28
20501012,pdu0661024640,9000,20,6,pdu4628464666,51,C,5,2016/9/22,2016/9/22 6:02,5087011,http://invest.ppdai.com/loan/info?id=20501012,113
20501012,pdu0661024640,9000,20,6,pdu62841405,56,C,5,2016/9/22,2016/9/22 6:02,5087055,http://invest.ppdai.com/loan/info?id=20501012,113
20501039,pdu31080807,3828,20,6,pdu0246621482,50,C,5,2016/9/22,2016/9/22 6:11,5086942,http://invest.ppdai.com/loan/info?id=20501039,36
20501049,pdu8408625538,700,12,12,pdu81504180,100,AA,2,2016/9/22,2016/9/22 6:34,5086894,http://invest.ppdai.com/loan/info?id=20501049,6
20501057,pdu2782734172,2516,32,6,Rainbow12mu159,125,E,7,2016/9/22,2016/9/22 6:10,5086891,http://invest.ppdai.com/loan/info?id=20501057,15
20501081,pdu0122557317,2326,20,12,pdu6104534378,120,C,5,2016/9/22,2016/9/22 6:08,5086859,http://invest.ppdai.com/loan/info?id=20501081,38
20501081,pdu0122557317,2326,20,12,wangsirchu,50,C,5,2016/9/22,2016/9/22 6:08,5086862,http://invest.ppdai.com/loan/info?id=20501081,38
20501102,pdu6111801210,4296,20,12,Rainbow12mu128,600,C,5,2016/9/22,2016/9/22 7:10,5086832,http://invest.ppdai.com/loan/info?id=20501102,16
20501107,pdu6716863875,2000,12,12,hhxd_touzi,2000,AA,2,2016/9/23,2016/9/23 17:54,998896,http://invest.ppdai.com/loan/info?id=20501107,1
20501118,pdu3627488070,1000,10.5,3,rong1077500,200,AA,2,2016/9/22,2016/9/22 7:01,5086822,http://invest.ppdai.com/loan/info?id=20501118,7
20501119,pdu6777624556,5500,22,12,pdu8880818805,50,D,6,2016/9/22,2016/9/22 6:45,5086814,http://invest.ppdai.com/loan/info?id=20501119,38
20501122,lujianwei2000,3000,7,1,pdu4513327304,147,AAA,1,2016/9/22,2016/9/22 6:52,5086773,http://invest.ppdai.com/loan/info?id=20501122,12
20501132,pdu6234650565,5500,11,6,pdu8444526651,238,AA,2,2016/9/22,2016/9/22 14:19,5086758,http://invest.ppdai.com/loan/info?id=20501132,13
20501134,pdu6216306150,600,35.989,0.933,ccdwbm,600,D,6,2016/9/22,2016/9/22 7:01,998869,http://invest.ppdai.com/loan/info?id=20501134,1
20501157,davidliln,4330,20,6,pdu3458360428,500,C,5,2016/9/22,2016/9/22 6:22,5086718,http://invest.ppdai.com/loan/info?id=20501157,35
20501157,davidliln,4330,20,6,pdu6136667305,81,C,5,2016/9/22,2016/9/22 6:24,5086713,http://invest.ppdai.com/loan/info?id=20501157,35
